Email-ID,Name,Height,Weight,Age,Gender,City,Locality,Languages,college,Profession,Have you gone Trekking,Preferred Days,Number of Treks,Difficulty of Trek
nick77@stey.de,Ortrun Boucsein-Löchel,166,69,40,None,Nagpur,Kamptee,"['Hindi', 'Gujarati', 'Bengali']",VIT,Farmer,Y,"['Monday', 'Saturday']",2,Intermediate
rkensy@yahoo.de,Vitali Radisch,170,108,34,F,Pune,Pimpri,"['Hindi', 'Bengali', 'Urdu']",MIT-WPU,Company Exectuive,Y,"['Saturday', 'Friday', 'Monday', 'Tuesday', 'Sunday', 'Wednesday']",2,Beginner
harrykoch-ii@juncken.net,Sylwia Heß,181,89,23,F,Kolhapur,Kagal,"['Gujarati', 'English']",MIT-WPU,Entrepreneur,Y,"['Saturday', 'Sunday', 'Wednesday', 'Monday']",3,Experienced
pputz@aol.de,Dipl.-Ing. Charlotte Noack,198,110,32,None,Nashik,Sadar,"['Urdu', 'Marathi']",VIT,Engineer,N,"['Friday', 'Monday', 'Wednesday', 'Saturday', 'Tuesday', 'Thursday']",0,Intermediate
ischleich@doehn.net,Adem Gute,198,57,26,F,Pune,Pimpri,['Hindi'],PCCOE,Engineer,N,"['Thursday', 'Friday', 'Sunday']",0,Experienced
ljiljana28@nohlmans.com,Ekrem Jäntsch-Otto,161,69,34,F,Nagpur,Reshim Bagh,"['Gujarati', 'English', 'Marathi']",PICT,Businessman,N,"['Tuesday', 'Wednesday', 'Sunday', 'Friday', 'Saturday', 'Thursday']",0,Intermediate
ecaspar@web.de,Dipl.-Ing. Fatima Hartmann,191,66,34,M,Kolhapur,Kasaba Bawada,"['English', 'Bengali', 'Urdu']",SPPU,Engineer,Y,"['Monday', 'Tuesday', 'Friday', 'Thursday', 'Wednesday']",4,Beginner
meralriehl@soelzer.com,Agnes Rädel-Scholtz,184,78,42,M,Pune,Pimpri,"['Hindi', 'Urdu']",MIT-ADT,Other,Y,"['Friday', 'Wednesday', 'Thursday', 'Tuesday', 'Monday', 'Sunday', 'Saturday']",3,Beginner
gertraudehahn@aol.de,Dorit Hellwig-Börner,160,107,14,F,Kolhapur,Gadhinglaj,['English'],PCCOE,Engineer,Y,"['Tuesday', 'Sunday', 'Monday', 'Wednesday', 'Thursday', 'Saturday', 'Friday']",1,Intermediate
heino38@eimer.de,Diane Eberhardt,194,81,37,F,Nagpur,Reshim Bagh,['Urdu'],SPPU,Other,Y,"['Sunday', 'Wednesday', 'Tuesday', 'Friday', 'Monday']",2,Intermediate
ulrike11@gmx.de,Helga Hamann-Gnatz,171,95,21,F,Nashik,Sadar,['Urdu'],VIT,Company Exectuive,N,"['Monday', 'Wednesday', 'Friday', 'Tuesday', 'Thursday', 'Saturday', 'Sunday']",0,Beginner
ottfried03@lange.org,Harry Adler,164,93,25,None,Mumbai,Andheri,"['English', 'Urdu']",PICT,Farmer,N,['Sunday'],0,Intermediate
gsuessebier@mans.de,Marjan Scholl,185,71,25,M,Pune,Nal Stop,['Hindi'],PICT,Engineer,Y,['Wednesday'],3,Intermediate
gudrunfritsch@googlemail.com,Waltraut Börner-Römer,185,102,23,None,Nashik,Sadar,['Gujarati'],MIT-ADT,Businessman,N,"['Thursday', 'Sunday', 'Monday', 'Saturday', 'Friday', 'Tuesday']",0,Experienced
klaasschmiedt@heydrich.net,Mahmoud Christoph,185,102,38,F,Nashik,Ambad,"['Bengali', 'Hindi', 'Gujarati']",MIT-WPU,Teacher,N,"['Wednesday', 'Saturday']",0,Intermediate
rabeahellwig@paertzelt.net,Alexa Schmidt,163,107,29,F,Nagpur,Kalameshwar,"['Marathi', 'English', 'Urdu']",PCCOE,Doctor,N,"['Thursday', 'Tuesday', 'Wednesday']",0,Experienced
kputz@yahoo.de,Frau Gülten Roht,196,80,39,F,Nashik,Sadar,"['Bengali', 'English', 'Hindi']",SPPU,Company Exectuive,Y,"['Monday', 'Tuesday', 'Sunday', 'Wednesday']",4,Intermediate
janos13@hertrampf.de,Univ.Prof. Annita Dietz B.A.,196,79,31,F,Kolhapur,Gadhinglaj,"['English', 'Gujarati', 'Bengali']",PICT,Company Exectuive,N,"['Wednesday', 'Thursday', 'Friday', 'Sunday', 'Tuesday', 'Monday', 'Saturday']",0,Intermediate
scheelmargaret@hesse.de,Karl-Jürgen Dietz,195,95,42,M,Pune,Shivaji Nagar,"['Bengali', 'Gujarati']",MIT-ADT,Teacher,Y,"['Tuesday', 'Friday', 'Sunday', 'Wednesday', 'Monday']",3,Intermediate
kpergande@web.de,Nadin Mangold B.A.,176,88,30,M,Pune,Shivaji Nagar,['Urdu'],SPPU,Entrepreneur,Y,"['Tuesday', 'Saturday', 'Friday', 'Monday', 'Thursday', 'Wednesday', 'Sunday']",4,Intermediate
annelise46@seifert.org,Martin Finke,176,65,22,F,Pune,Nal Stop,"['Urdu', 'Gujarati']",MIT-WPU,Lawyer,Y,"['Monday', 'Wednesday', 'Friday']",2,Intermediate
cordetzold@gmx.de,Jochen Albers-Mitschke,188,53,23,F,Kolhapur,Kasaba Bawada,"['Bengali', 'Hindi']",SPPU,Company Exectuive,N,['Friday'],0,Experienced
jo91@roehricht.de,Stilla Eigenwillig,188,103,35,F,Nashik,Ambad,"['Marathi', 'English', 'Bengali']",PCCOE,Businessman,N,"['Tuesday', 'Monday', 'Friday', 'Saturday', 'Sunday', 'Thursday']",0,Experienced
h-dieter93@bender.de,Peer Eberth B.Sc.,175,51,21,F,Nagpur,Kamptee,"['Marathi', 'Urdu']",VIT,Teacher,Y,['Monday'],1,Beginner
cwaehner@paffrath.de,Dr. Hermann-Josef Liebelt MBA.,193,89,27,F,Nagpur,Koradi Road,"['Urdu', 'English', 'Gujarati']",VIT,Lawyer,N,"['Saturday', 'Wednesday', 'Sunday', 'Thursday', 'Tuesday', 'Monday', 'Friday']",0,Experienced
jacobi-jaeckelsofia@web.de,Dipl.-Ing. Melitta Hermann,172,107,19,F,Nagpur,Kalameshwar,['Hindi'],PCCOE,Lawyer,Y,['Monday'],2,Experienced
wilmsenstephanie@hotmail.de,Ing. Christian Löffler,185,51,29,None,Mumbai,Bandra,['Hindi'],PCCOE,Teacher,Y,"['Saturday', 'Friday', 'Tuesday', 'Thursday', 'Wednesday', 'Sunday']",2,Beginner
wlorch@steinberg.de,Prof. Monica Etzold B.Eng.,161,81,29,M,Kolhapur,Kasaba Bawada,"['Bengali', 'Hindi']",PCCOE,Doctor,Y,"['Monday', 'Wednesday', 'Tuesday', 'Saturday', 'Thursday', 'Sunday']",3,Intermediate
rose-marie62@losekann.com,Dr. Annie Förster,185,104,34,F,Kolhapur,Tarabai Park,"['Bengali', 'English', 'Marathi']",PCCOE,Entrepreneur,N,['Wednesday'],0,Experienced
eckhart65@taesche.de,Heidelinde Pechel,191,55,38,None,Nashik,Panchavati,"['Marathi', 'Hindi']",VIT,Doctor,N,"['Tuesday', 'Thursday', 'Saturday', 'Wednesday', 'Monday', 'Friday', 'Sunday']",0,Intermediate
laurenzklapp@eigenwillig.de,Ingried Gotthard,191,67,28,M,Nagpur,Koradi Road,"['Gujarati', 'English', 'Urdu']",VIT,Student,Y,"['Sunday', 'Friday', 'Thursday', 'Saturday', 'Monday', 'Tuesday', 'Wednesday']",3,Experienced
cebert@mosemann.de,Prof. Katharina Schmiedecke,165,58,26,F,Kolhapur,Kasaba Bawada,"['Urdu', 'Bengali']",MIT-ADT,Entrepreneur,N,"['Thursday', 'Monday', 'Tuesday']",0,Beginner
susanna43@rose.com,Norman Klemm B.Sc.,177,88,40,F,Nagpur,Reshim Bagh,"['Bengali', 'Urdu']",PICT,Farmer,N,"['Sunday', 'Tuesday', 'Saturday', 'Thursday', 'Wednesday', 'Friday', 'Monday']",0,Experienced
hornighans-wolfgang@web.de,Sibille Pohl,176,92,19,F,Pune,Kothrud,"['Gujarati', 'Hindi', 'Urdu']",SPPU,Other,Y,"['Wednesday', 'Saturday', 'Monday', 'Friday', 'Tuesday', 'Thursday', 'Sunday']",1,Experienced
hhoerle@bender.com,Selim Cichorius,164,78,19,M,Mumbai,Ghatkopar,"['Urdu', 'English', 'Bengali']",MIT-ADT,Farmer,N,"['Saturday', 'Friday', 'Thursday', 'Sunday', 'Monday', 'Tuesday', 'Wednesday']",0,Experienced
astrid63@aol.de,Grzegorz Bonbach,182,106,17,F,Kolhapur,Kasaba Bawada,"['Gujarati', 'Urdu']",PCCOE,Businessman,N,"['Sunday', 'Monday', 'Saturday', 'Wednesday', 'Thursday', 'Tuesday']",0,Beginner
theodorbarth@hande.de,Sergio Zobel,160,63,26,None,Nagpur,Bank Colony,['Gujarati'],SPPU,Teacher,Y,"['Friday', 'Wednesday', 'Thursday', 'Tuesday', 'Sunday', 'Monday']",3,Beginner
nzahn@lachmann.de,Karlheinz Schmiedecke B.Eng.,168,53,37,F,Mumbai,Ghatkopar,"['Urdu', 'Hindi']",MIT-ADT,Entrepreneur,N,['Wednesday'],0,Experienced
hanspeter37@koch.org,Danilo Zahn-Tintzmann,174,66,45,None,Kolhapur,Kasaba Bawada,"['Bengali', 'English', 'Gujarati']",MIT-WPU,Student,Y,['Thursday'],2,Experienced
pheintze@aol.de,David Kroker-Hübel,173,104,42,M,Nashik,Sadar,['Marathi'],SPPU,Engineer,Y,"['Monday', 'Sunday', 'Tuesday', 'Friday', 'Wednesday']",3,Intermediate
hellmuth10@yahoo.de,Dierk Krein-Gude,177,52,22,None,Kolhapur,Tarabai Park,"['Marathi', 'Urdu']",VIT,Other,Y,"['Sunday', 'Monday', 'Wednesday', 'Tuesday', 'Friday', 'Thursday', 'Saturday']",2,Experienced
rosaadolph@gmx.de,Marlen Kroker,176,79,45,None,Mumbai,Andheri,['Urdu'],PCCOE,Businessman,N,"['Monday', 'Friday', 'Sunday', 'Thursday', 'Wednesday', 'Tuesday', 'Saturday']",0,Experienced
senol21@aol.de,Phillip Ullrich,172,53,20,M,Nagpur,Reshim Bagh,"['Marathi', 'English']",SPPU,Company Exectuive,Y,"['Wednesday', 'Saturday', 'Thursday']",2,Intermediate
nschleich@aol.de,Traugott Krebs,188,97,43,M,Nashik,Panchavati,['Marathi'],MIT-WPU,Doctor,Y,"['Sunday', 'Friday', 'Tuesday', 'Wednesday', 'Saturday', 'Thursday', 'Monday']",2,Beginner
ester58@aol.de,Klaus-Dieter Warmer,172,60,39,None,Pune,Shivaji Nagar,['Marathi'],PCCOE,Businessman,Y,"['Wednesday', 'Friday', 'Thursday', 'Saturday']",4,Beginner
yzirme@junken.com,Ing. Gerald Margraf,176,63,35,M,Mumbai,Bandra,['Hindi'],MIT-WPU,Student,N,"['Wednesday', 'Thursday', 'Sunday', 'Tuesday']",0,Experienced
waehnermagarete@gunpf.de,Silvia Süßebier,180,104,50,None,Nashik,Panchavati,"['Marathi', 'Hindi', 'Gujarati']",MIT-WPU,Company Exectuive,N,"['Tuesday', 'Wednesday', 'Thursday']",0,Beginner
oroerricht@hotmail.de,Ing. Traugott Karz B.Sc.,169,80,22,None,Nagpur,Koradi Road,"['Hindi', 'Gujarati']",PICT,Entrepreneur,Y,"['Saturday', 'Friday', 'Sunday', 'Wednesday', 'Thursday', 'Monday', 'Tuesday']",5,Experienced
vtlustek@gmx.de,Herbert Lindner,184,67,24,None,Nashik,Ambad,"['Bengali', 'Gujarati', 'Urdu']",SPPU,Doctor,N,"['Sunday', 'Saturday', 'Tuesday', 'Monday']",0,Intermediate
klemtfiliz@yahoo.de,Alida Stumpf,191,53,18,F,Nagpur,Koradi Road,"['Urdu', 'Bengali', 'Marathi']",PICT,Other,N,"['Tuesday', 'Thursday']",0,Intermediate
hahndennis@googlemail.com,Oxana Putz,188,106,25,None,Nagpur,Koradi Road,['Bengali'],MIT-WPU,Company Exectuive,N,"['Friday', 'Tuesday', 'Wednesday']",0,Experienced
rhofmann@mans.de,Lili Schmidtke,170,60,44,F,Mumbai,Andheri,"['Marathi', 'English']",SPPU,Engineer,Y,"['Saturday', 'Friday', 'Tuesday', 'Sunday', 'Monday', 'Wednesday']",2,Beginner
lidijamueller@hauffer.com,Valeria Fritsch,193,71,28,None,Kolhapur,Kasaba Bawada,"['Gujarati', 'Bengali']",VIT,Engineer,N,"['Thursday', 'Friday', 'Wednesday', 'Tuesday', 'Sunday', 'Saturday']",0,Beginner
dstahr@hotmail.de,Julia Lange MBA.,179,64,32,M,Nagpur,Bank Colony,"['Urdu', 'Marathi']",MIT-ADT,Student,Y,"['Wednesday', 'Thursday', 'Saturday', 'Monday', 'Friday']",2,Intermediate
christopher38@doerschner.com,Karl Heinz Pohl,196,102,31,F,Mumbai,Borivali,['Hindi'],VIT,Other,Y,"['Sunday', 'Wednesday', 'Thursday', 'Tuesday', 'Saturday', 'Friday', 'Monday']",2,Intermediate
seidelheinz-wilhelm@otto.de,Hermann Löwer B.Eng.,169,68,32,F,Nashik,Satpur,"['Marathi', 'English', 'Urdu']",PICT,Other,N,"['Thursday', 'Tuesday', 'Monday', 'Saturday', 'Friday', 'Sunday']",0,Experienced
simontextor@ehlert.org,Carin Trub,188,69,41,None,Nashik,Panchavati,"['Marathi', 'English', 'Urdu']",MIT-WPU,Teacher,Y,"['Monday', 'Wednesday', 'Sunday', 'Friday', 'Thursday', 'Saturday', 'Tuesday']",3,Beginner
paulinetextor@davids.de,Ing. Milka Kühnert MBA.,191,55,33,F,Mumbai,Andheri,"['Gujarati', 'English', 'Hindi']",MIT-ADT,Lawyer,Y,"['Wednesday', 'Saturday']",4,Intermediate
biendajana@yahoo.de,Dipl.-Ing. Herma Beyer MBA.,196,67,37,F,Mumbai,Bandra,['English'],VIT,Lawyer,N,"['Friday', 'Sunday']",0,Beginner
lillirudolph@baerer.org,Isa Trommler,186,58,19,None,Mumbai,Kandivali,['Marathi'],MIT-ADT,Doctor,Y,"['Tuesday', 'Friday', 'Wednesday', 'Sunday']",4,Experienced
tilmannholsten@freudenberger.com,Rahel Gehringer B.Eng.,190,54,26,M,Pune,Nal Stop,"['English', 'Gujarati', 'Urdu']",MIT-WPU,Student,N,"['Friday', 'Thursday', 'Tuesday', 'Wednesday']",0,Beginner
wernerwernecke@googlemail.com,Bernward Misicher,196,73,56,M,Nagpur,Reshim Bagh,"['Urdu', 'Gujarati', 'Hindi']",SPPU,Farmer,N,"['Friday', 'Wednesday', 'Sunday', 'Thursday', 'Monday', 'Saturday', 'Tuesday']",0,Beginner
imeldawilmsen@web.de,Galina Misicher-Krein,187,95,28,M,Mumbai,Borivali,"['Urdu', 'Hindi']",SPPU,Entrepreneur,Y,['Wednesday'],2,Beginner
chenschel@yahoo.de,Dr. Gisa Wirth,169,52,11,None,Pune,Pimpri,"['Urdu', 'Hindi', 'Gujarati']",SPPU,Company Exectuive,N,"['Tuesday', 'Friday', 'Thursday', 'Monday']",0,Intermediate
manuelpohl@klapp.org,Prof. Mark Henck,161,73,25,M,Nagpur,Bank Colony,['Bengali'],PICT,Teacher,Y,"['Monday', 'Wednesday', 'Thursday', 'Friday', 'Tuesday', 'Sunday']",4,Experienced
doris03@schuster.com,Salih Barkholz B.Eng.,184,107,41,M,Nagpur,Kalameshwar,"['Gujarati', 'Urdu']",VIT,Company Exectuive,N,['Tuesday'],0,Beginner
zorbachpatrick@warmer.com,Prof. Galina Bien B.Sc.,171,80,28,None,Nashik,Satpur,['Hindi'],MIT-ADT,Teacher,Y,"['Friday', 'Thursday', 'Tuesday']",2,Beginner
elzbietasuessebier@heser.de,Aloisia Schlosser,161,110,39,F,Mumbai,Kandivali,"['Urdu', 'English', 'Hindi']",MIT-WPU,Engineer,Y,"['Sunday', 'Saturday', 'Wednesday']",2,Beginner
saskiamude@soelzer.de,Gregor Cichorius B.Eng.,164,76,39,F,Pune,Aundh,['Gujarati'],PCCOE,Doctor,N,"['Wednesday', 'Monday', 'Sunday']",0,Intermediate
mariafroehlich@web.de,Hugo Gude,193,59,17,F,Nashik,Panchavati,"['English', 'Hindi', 'Gujarati']",PCCOE,Engineer,Y,"['Saturday', 'Friday', 'Thursday', 'Tuesday', 'Sunday']",2,Experienced
gorlitzdenis@gmail.com,Lioba Löchel,187,70,19,M,Kolhapur,Kagal,"['Gujarati', 'Urdu']",VIT,Lawyer,Y,"['Sunday', 'Monday', 'Saturday', 'Thursday', 'Friday', 'Wednesday']",2,Intermediate
gotthilf44@gmx.de,Leonore Birnbaum B.A.,178,53,31,F,Pune,Pimpri,"['Bengali', 'Hindi', 'Gujarati']",SPPU,Teacher,Y,['Sunday'],1,Intermediate
lmohaupt@hotmail.de,Natascha Kaul,169,59,47,F,Nagpur,Koradi Road,"['Urdu', 'Gujarati']",SPPU,Teacher,N,"['Monday', 'Tuesday', 'Saturday', 'Sunday', 'Wednesday', 'Thursday']",0,Experienced
bmosemann@reising.net,Janin Freudenberger-Barkholz,193,104,25,None,Mumbai,Andheri,"['Urdu', 'Bengali']",MIT-ADT,Lawyer,N,"['Saturday', 'Tuesday', 'Wednesday', 'Monday', 'Thursday']",0,Beginner
loefflerilona@kambs.com,Ing. Magdalene Koch MBA.,182,52,35,None,Mumbai,Borivali,['Hindi'],VIT,Lawyer,Y,"['Sunday', 'Friday', 'Wednesday', 'Tuesday', 'Monday', 'Thursday']",4,Intermediate
uoestrovsky@mude.de,Lidia Dobes-Holsten,195,64,47,F,Kolhapur,Kagal,['Gujarati'],MIT-ADT,Other,Y,['Tuesday'],2,Beginner
ksager@harloff.de,Karola Herrmann,190,80,21,F,Nashik,Satpur,['Hindi'],SPPU,Other,N,['Friday'],0,Beginner
andre64@yahoo.de,Dipl.-Ing. Dorit Zobel,173,105,16,M,Nashik,Gangapur,['Hindi'],PCCOE,Entrepreneur,N,"['Wednesday', 'Tuesday', 'Monday']",0,Beginner
eigenwilligsylvia@koehler.de,Hans Jörg Baum,179,58,34,None,Mumbai,Ghatkopar,"['Gujarati', 'English']",PCCOE,Doctor,N,['Monday'],0,Beginner
meinhard96@web.de,Ing. Goran Junck MBA.,180,70,40,F,Nagpur,Kamptee,['Marathi'],VIT,Businessman,Y,"['Tuesday', 'Wednesday', 'Friday', 'Thursday']",3,Intermediate
huhnbert@yahoo.de,Herr Hans-Ludwig Krein,187,99,20,F,Nagpur,Kalameshwar,['Hindi'],PCCOE,Doctor,N,"['Tuesday', 'Friday', 'Monday']",0,Intermediate
hoevelphilomena@loeffler.com,Samir Zobel,178,90,29,F,Kolhapur,Kasaba Bawada,"['Marathi', 'English']",PCCOE,Company Exectuive,N,['Friday'],0,Experienced
cwieloch@weimer.de,Henry Stadelmann,188,101,32,M,Kolhapur,Tarabai Park,"['Hindi', 'English']",VIT,Student,Y,"['Sunday', 'Wednesday']",1,Beginner
adlerlydia@mans.de,Christa Gude,189,62,36,M,Kolhapur,Tarabai Park,"['Marathi', 'Urdu']",MIT-WPU,Farmer,Y,"['Wednesday', 'Sunday', 'Friday', 'Saturday', 'Tuesday']",3,Experienced
budigberend@yahoo.de,Grit Kade,198,100,40,M,Nashik,Panchavati,['Urdu'],MIT-ADT,Company Exectuive,Y,"['Monday', 'Thursday', 'Friday']",2,Beginner
reginahein@web.de,Raymond Scholtz-Löchel,175,110,25,F,Mumbai,Andheri,"['Urdu', 'Hindi']",PICT,Entrepreneur,Y,"['Wednesday', 'Sunday', 'Saturday', 'Thursday', 'Friday', 'Tuesday', 'Monday']",1,Experienced
ivonne27@web.de,Felizitas Bloch-Hoffmann,189,77,51,M,Nagpur,Reshim Bagh,['English'],MIT-ADT,Other,Y,"['Sunday', 'Tuesday', 'Saturday', 'Friday']",4,Experienced
wschenk@hotmail.de,Dr. Hildegart Gunpf B.Sc.,194,56,32,None,Nashik,Sadar,['Hindi'],VIT,Company Exectuive,Y,"['Sunday', 'Tuesday', 'Wednesday', 'Thursday', 'Monday']",3,Intermediate
catherine24@aol.de,Erhard Bloch B.A.,161,74,34,M,Nagpur,Koradi Road,"['English', 'Gujarati', 'Marathi']",MIT-WPU,Teacher,N,"['Tuesday', 'Wednesday', 'Friday', 'Saturday']",0,Beginner
schachtlambert@googlemail.com,Elfriede Möchlichen-Reinhardt,192,54,31,F,Kolhapur,Gadhinglaj,"['English', 'Gujarati', 'Urdu']",SPPU,Company Exectuive,Y,"['Wednesday', 'Sunday', 'Tuesday', 'Monday', 'Saturday', 'Thursday', 'Friday']",2,Experienced
tillytextor@loewer.org,Gretchen Bolzmann,194,109,35,F,Nagpur,Bank Colony,['Bengali'],VIT,Lawyer,Y,"['Friday', 'Wednesday', 'Monday', 'Thursday', 'Saturday', 'Sunday', 'Tuesday']",2,Experienced
heinevamaria@gmx.de,Rigo Wohlgemut,160,63,31,F,Pune,Shivaji Nagar,"['Gujarati', 'Marathi']",PICT,Doctor,N,"['Tuesday', 'Saturday', 'Sunday']",0,Experienced
matoschleich@web.de,Annelene Nerger,185,82,45,None,Kolhapur,Kasaba Bawada,"['Hindi', 'Marathi']",MIT-WPU,Teacher,Y,"['Sunday', 'Wednesday', 'Tuesday', 'Saturday', 'Friday']",3,Beginner
gertraude17@hettner.com,Hans-Bernd Segebahn,170,50,28,None,Mumbai,Andheri,"['Urdu', 'English', 'Bengali']",SPPU,Entrepreneur,N,['Tuesday'],0,Beginner
druppert@googlemail.com,Univ.Prof. Marvin Gierschner,162,94,34,M,Mumbai,Bandra,"['Hindi', 'Urdu', 'English']",SPPU,Farmer,Y,"['Friday', 'Saturday', 'Wednesday', 'Sunday', 'Thursday']",2,Experienced
marie-theresethanel@scheel.net,Ismet Trommler,184,58,32,M,Nagpur,Kalameshwar,"['Urdu', 'Bengali', 'Hindi']",PCCOE,Farmer,Y,['Wednesday'],2,Intermediate
jungferchristine@scheuermann.de,Univ.Prof. Friedbert Karge,166,60,11,M,Nashik,Ambad,"['Urdu', 'English']",MIT-WPU,Teacher,Y,"['Wednesday', 'Monday', 'Tuesday', 'Sunday', 'Thursday', 'Friday', 'Saturday']",3,Beginner
xgude@mitschke.com,Rigo Bohlander B.Eng.,182,109,25,None,Nagpur,Kamptee,"['Gujarati', 'Hindi', 'Urdu']",MIT-ADT,Engineer,Y,"['Monday', 'Saturday', 'Thursday', 'Tuesday', 'Friday']",1,Intermediate
inken99@yahoo.de,Herbert Tschentscher,184,103,30,M,Nashik,Panchavati,"['Urdu', 'Bengali', 'Gujarati']",SPPU,Farmer,Y,"['Friday', 'Tuesday', 'Monday', 'Wednesday', 'Thursday', 'Sunday', 'Saturday']",4,Beginner
laszlo72@aol.de,Univ.Prof. Ottfried Blümel MBA.,166,92,26,F,Mumbai,Bandra,"['English', 'Urdu', 'Bengali']",MIT-ADT,Company Exectuive,N,"['Wednesday', 'Sunday', 'Monday']",0,Experienced
etzlerserpil@ritter.de,Erdmute Hendriks,182,109,43,F,Nashik,Satpur,"['Marathi', 'Hindi']",PICT,Company Exectuive,Y,['Tuesday'],5,Experienced
tkaester@gmail.com,Baldur Jacob,176,89,36,M,Kolhapur,Kagal,['Marathi'],MIT-WPU,Businessman,Y,"['Monday', 'Saturday', 'Thursday', 'Tuesday', 'Wednesday']",2,Experienced
uhesse@lachmann.net,Prof. Brigitta Holsten B.Sc.,163,81,13,None,Nagpur,Koradi Road,"['Marathi', 'English', 'Hindi']",VIT,Student,N,"['Tuesday', 'Wednesday', 'Monday', 'Friday', 'Sunday', 'Thursday']",0,Beginner
fgorlitz@web.de,Joana Ullrich,163,50,23,None,Mumbai,Bandra,['Bengali'],VIT,Businessman,Y,['Sunday'],3,Experienced
fstumpf@gmail.com,Hans-Günter Tintzmann,199,86,30,M,Mumbai,Bandra,"['Gujarati', 'Marathi']",VIT,Other,Y,"['Sunday', 'Monday', 'Tuesday']",2,Beginner
david43@googlemail.com,Reinald Kramer B.A.,165,73,41,M,Pune,Pimpri,['English'],VIT,Lawyer,Y,"['Thursday', 'Wednesday', 'Friday', 'Tuesday', 'Saturday', 'Sunday', 'Monday']",2,Intermediate
aleksandra99@wilms.com,Apostolos Hein,179,72,40,F,Pune,Pimpri,['English'],PCCOE,Company Exectuive,Y,"['Friday', 'Tuesday']",3,Beginner
rudi33@doering.de,Gordana Hofmann,198,59,32,None,Nagpur,Reshim Bagh,"['Marathi', 'English']",SPPU,Engineer,N,"['Saturday', 'Monday', 'Tuesday', 'Friday', 'Wednesday']",0,Intermediate
mariechen09@hotmail.de,Ing. Hans Jörg Eigenwillig,183,93,17,M,Nagpur,Reshim Bagh,"['Urdu', 'Bengali', 'Gujarati']",MIT-ADT,Student,Y,"['Wednesday', 'Tuesday']",3,Experienced
tscheuermann@lorch.org,Muharrem Kreusel,176,86,38,None,Nashik,Gangapur,['Hindi'],SPPU,Student,N,"['Sunday', 'Thursday', 'Saturday', 'Tuesday']",0,Experienced
adelbert03@heser.de,Hanna Stumpf-Linke,184,86,31,None,Pune,Pimpri,['Bengali'],MIT-WPU,Farmer,N,"['Monday', 'Saturday']",0,Beginner
hschomber@googlemail.com,Rafael Vogt,171,51,21,F,Pune,Kothrud,['English'],PICT,Farmer,Y,"['Tuesday', 'Friday', 'Monday', 'Sunday', 'Wednesday']",4,Intermediate
idoering@web.de,Ing. Burkhardt Drub,192,79,37,F,Kolhapur,D Ward,"['English', 'Gujarati']",PCCOE,Company Exectuive,Y,"['Monday', 'Saturday', 'Sunday', 'Thursday']",4,Intermediate
schmiedtkamil@gmx.de,Almuth Köhler-Thanel,197,85,37,M,Mumbai,Kandivali,['English'],PCCOE,Doctor,Y,"['Friday', 'Wednesday']",4,Beginner
ehuebel@hotmail.de,Augusta Rädel,189,93,26,M,Nagpur,Kalameshwar,"['Gujarati', 'Bengali']",PCCOE,Businessman,N,"['Monday', 'Wednesday', 'Saturday', 'Sunday', 'Thursday', 'Tuesday']",0,Beginner
serpil53@aol.de,Filiz Meyer,177,69,20,M,Kolhapur,Kagal,"['English', 'Urdu']",SPPU,Businessman,Y,"['Friday', 'Thursday', 'Wednesday']",3,Intermediate
agathe97@web.de,Hubert Staude,190,99,30,None,Nagpur,Koradi Road,['English'],MIT-WPU,Student,Y,"['Monday', 'Tuesday']",3,Intermediate
elfriede33@pergande.org,Rosel Sontag-Mühle,186,87,30,F,Mumbai,Bandra,['Bengali'],MIT-WPU,Student,Y,"['Sunday', 'Wednesday', 'Monday', 'Friday']",3,Intermediate
anja19@hahn.de,Stella Hartmann,168,88,41,M,Pune,Shivaji Nagar,"['Bengali', 'Urdu']",SPPU,Lawyer,N,"['Wednesday', 'Sunday']",0,Experienced
skrein@ullrich.net,Zita Wilms,182,82,25,F,Nashik,Ambad,"['Bengali', 'Gujarati']",PCCOE,Engineer,N,"['Monday', 'Saturday', 'Thursday']",0,Experienced
kfroehlich@heuser.org,Ana Ladeck,191,60,38,F,Nagpur,Bank Colony,"['Bengali', 'Gujarati']",PICT,Entrepreneur,N,"['Monday', 'Wednesday', 'Friday', 'Sunday', 'Tuesday', 'Saturday']",0,Experienced
henckhanne@lachmann.de,Cindy Lange,173,77,28,None,Nashik,Ambad,"['Marathi', 'Gujarati', 'Urdu']",PCCOE,Doctor,N,"['Sunday', 'Tuesday']",0,Experienced
jaentschjenny@gmail.com,Adam Gierschner,175,91,16,M,Kolhapur,D Ward,"['Urdu', 'English']",VIT,Other,N,"['Thursday', 'Friday', 'Tuesday', 'Sunday', 'Monday']",0,Experienced
strohlisa@rudolph.org,Helfried Speer B.Eng.,192,71,28,None,Nagpur,Koradi Road,"['Gujarati', 'Marathi', 'Bengali']",MIT-ADT,Businessman,N,"['Sunday', 'Saturday', 'Monday', 'Tuesday', 'Thursday', 'Wednesday', 'Friday']",0,Beginner
romanaackermann@reising.de,Univ.Prof. Eugen Textor,185,79,13,M,Pune,Kothrud,"['Bengali', 'Gujarati']",MIT-WPU,Student,N,"['Sunday', 'Saturday', 'Friday', 'Monday', 'Wednesday', 'Tuesday']",0,Beginner
